ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0009712	catechol-containing compound metabolic process	1/79	58/18800	0.21698914135739	0.372956754270126	0.313979009074814	ITGAM	1
GO:0009994	oocyte differentiation	1/79	58/18800	0.21698914135739	0.372956754270126	0.313979009074814	CDC25B	1
GO:0010559	regulation of glycoprotein biosynthetic process	1/79	58/18800	0.21698914135739	0.372956754270126	0.313979009074814	TMEM59	1
GO:0019369	arachidonic acid metabolic process	1/79	58/18800	0.21698914135739	0.372956754270126	0.313979009074814	AKR1C3	1
GO:0022029	telencephalon cell migration	1/79	58/18800	0.21698914135739	0.372956754270126	0.313979009074814	ADGRG1	1
GO:0050732	negative regulation of peptidyl-tyrosine phosphorylation	1/79	58/18800	0.21698914135739	0.372956754270126	0.313979009074814	CD300A	1
GO:0090303	positive regulation of wound healing	1/79	58/18800	0.21698914135739	0.372956754270126	0.313979009074814	THBS1	1
GO:0045637	regulation of myeloid cell differentiation	2/79	208/18800	0.217667503036022	0.373237754058935	0.314215572789589	IL23R/LILRB1	2
GO:0071902	positive regulation of protein serine/threonine kinase activity	2/79	208/18800	0.217667503036022	0.373237754058935	0.314215572789589	PDGFRB/THBS1	2
GO:0150063	visual system development	3/79	383/18800	0.217793197448578	0.373237754058935	0.314215572789589	PDGFRB/ITGAM/BFSP1	3
GO:0050807	regulation of synapse organization	2/79	209/18800	0.219210811778061	0.374214074380962	0.315037502098389	LRRN3/CLSTN3	2
GO:1901215	negative regulation of neuron death	2/79	209/18800	0.219210811778061	0.374214074380962	0.315037502098389	NENF/CX3CR1	2
GO:0002711	positive regulation of T cell mediated immunity	1/79	59/18800	0.220289635319228	0.374214074380962	0.315037502098389	IL23R	1
GO:0019748	secondary metabolic process	1/79	59/18800	0.220289635319228	0.374214074380962	0.315037502098389	AKR1C3	1
GO:0030042	actin filament depolymerization	1/79	59/18800	0.220289635319228	0.374214074380962	0.315037502098389	DSTN	1
GO:0045599	negative regulation of fat cell differentiation	1/79	59/18800	0.220289635319228	0.374214074380962	0.315037502098389	TRIO	1
GO:0046686	response to cadmium ion	1/79	59/18800	0.220289635319228	0.374214074380962	0.315037502098389	AKR1C3	1
GO:0051785	positive regulation of nuclear division	1/79	59/18800	0.220289635319228	0.374214074380962	0.315037502098389	PDGFRB	1
GO:0071384	cellular response to corticosteroid stimulus	1/79	59/18800	0.220289635319228	0.374214074380962	0.315037502098389	AKR1C3	1
GO:0002253	activation of immune response	3/79	386/18800	0.221092178090593	0.375212744953744	0.315878247287326	FGR/THEMIS2/CD300A	3
GO:0006644	phospholipid metabolic process	3/79	388/18800	0.223297353679889	0.377231210735301	0.317577521743919	DGKD/PDGFRB/PI4KAP1	3
GO:0033866	nucleoside bisphosphate biosynthetic process	1/79	60/18800	0.223576392632593	0.377231210735301	0.317577521743919	ACSL6	1
GO:0034030	ribonucleoside bisphosphate biosynthetic process	1/79	60/18800	0.223576392632593	0.377231210735301	0.317577521743919	ACSL6	1
GO:0034033	purine nucleoside bisphosphate biosynthetic process	1/79	60/18800	0.223576392632593	0.377231210735301	0.317577521743919	ACSL6	1
GO:0043407	negative regulation of MAP kinase activity	1/79	60/18800	0.223576392632593	0.377231210735301	0.317577521743919	CD300A	1
GO:1903670	regulation of sprouting angiogenesis	1/79	60/18800	0.223576392632593	0.377231210735301	0.317577521743919	THBS1	1
GO:0048880	sensory system development	3/79	389/18800	0.224401656445941	0.378258529862588	0.318442385130615	PDGFRB/ITGAM/BFSP1	3
GO:0006469	negative regulation of protein kinase activity	2/79	213/18800	0.225393666940251	0.378886283171838	0.318970868285095	INCA1/CD300A	2
GO:0031669	cellular response to nutrient levels	2/79	213/18800	0.225393666940251	0.378886283171838	0.318970868285095	AKR1C3/GAS2L1	2
GO:0030099	myeloid cell differentiation	3/79	391/18800	0.226613622934111	0.378886283171838	0.318970868285095	IL23R/TSPAN2/LILRB1	3
GO:0007405	neuroblast proliferation	1/79	61/18800	0.226849469739425	0.378886283171838	0.318970868285095	CX3CR1	1
GO:0021885	forebrain cell migration	1/79	61/18800	0.226849469739425	0.378886283171838	0.318970868285095	ADGRG1	1
GO:0045428	regulation of nitric oxide biosynthetic process	1/79	61/18800	0.226849469739425	0.378886283171838	0.318970868285095	CX3CR1	1
GO:0048488	synaptic vesicle endocytosis	1/79	61/18800	0.226849469739425	0.378886283171838	0.318970868285095	PPP3CC	1
GO:0051055	negative regulation of lipid biosynthetic process	1/79	61/18800	0.226849469739425	0.378886283171838	0.318970868285095	AKR1C3	1
GO:0140238	presynaptic endocytosis	1/79	61/18800	0.226849469739425	0.378886283171838	0.318970868285095	PPP3CC	1
GO:0046474	glycerophospholipid biosynthetic process	2/79	214/18800	0.226941612403269	0.378886283171838	0.318970868285095	DGKD/PI4KAP1	2
GO:0050803	regulation of synapse structure or activity	2/79	215/18800	0.228490382119646	0.38074469775514	0.320535401337881	LRRN3/CLSTN3	2
GO:0072330	monocarboxylic acid biosynthetic process	2/79	215/18800	0.228490382119646	0.38074469775514	0.320535401337881	PRXL2B/AKR1C3	2
GO:0032757	positive regulation of interleukin-8 production	1/79	62/18800	0.230108922852749	0.381985182475409	0.321579721245707	CD244	1
GO:0035904	aorta development	1/79	62/18800	0.230108922852749	0.381985182475409	0.321579721245707	PDGFRB	1
GO:0043030	regulation of macrophage activation	1/79	62/18800	0.230108922852749	0.381985182475409	0.321579721245707	THBS1	1
GO:0046902	regulation of mitochondrial membrane permeability	1/79	62/18800	0.230108922852749	0.381985182475409	0.321579721245707	SLC25A4	1
GO:0006631	fatty acid metabolic process	3/79	395/18800	0.231050615386729	0.383008642544488	0.322441335828733	PRXL2B/ACSL6/AKR1C3	3
GO:0007601	visual perception	2/79	217/18800	0.231590259595101	0.383008642544488	0.322441335828733	SLC4A10/RGS9	2
GO:0046486	glycerolipid metabolic process	3/79	396/18800	0.232162504523231	0.383008642544488	0.322441335828733	DGKD/PDGFRB/PI4KAP1	3
GO:0010001	glial cell differentiation	2/79	218/18800	0.233141300649021	0.383008642544488	0.322441335828733	TSPAN2/SOX13	2
GO:0000288	nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay	1/79	63/18800	0.233354807957597	0.383008642544488	0.322441335828733	PATL2	1
GO:0010573	vascular endothelial growth factor production	1/79	63/18800	0.233354807957597	0.383008642544488	0.322441335828733	ADGRG1	1
GO:0032623	interleukin-2 production	1/79	63/18800	0.233354807957597	0.383008642544488	0.322441335828733	CD86	1
GO:0032663	regulation of interleukin-2 production	1/79	63/18800	0.233354807957597	0.383008642544488	0.322441335828733	CD86	1
GO:0046173	polyol biosynthetic process	1/79	63/18800	0.233354807957597	0.383008642544488	0.322441335828733	CD244	1
GO:0051893	regulation of focal adhesion assembly	1/79	63/18800	0.233354807957597	0.383008642544488	0.322441335828733	THBS1	1
GO:0070542	response to fatty acid	1/79	63/18800	0.233354807957597	0.383008642544488	0.322441335828733	AKR1C3	1
GO:0090109	regulation of cell-substrate junction assembly	1/79	63/18800	0.233354807957597	0.383008642544488	0.322441335828733	THBS1	1
GO:0006900	vesicle budding from membrane	1/79	64/18800	0.236587180811914	0.385778350801517	0.324773054570951	SEC31B	1
GO:0030888	regulation of B cell proliferation	1/79	64/18800	0.236587180811914	0.385778350801517	0.324773054570951	CD300A	1
GO:0031638	zymogen activation	1/79	64/18800	0.236587180811914	0.385778350801517	0.324773054570951	THBS1	1
GO:0040014	regulation of multicellular organism growth	1/79	64/18800	0.236587180811914	0.385778350801517	0.324773054570951	PLAC8	1
GO:0080164	regulation of nitric oxide metabolic process	1/79	64/18800	0.236587180811914	0.385778350801517	0.324773054570951	CX3CR1	1
GO:0098930	axonal transport	1/79	64/18800	0.236587180811914	0.385778350801517	0.324773054570951	KIF1B	1
GO:1903018	regulation of glycoprotein metabolic process	1/79	64/18800	0.236587180811914	0.385778350801517	0.324773054570951	TMEM59	1
GO:0050953	sensory perception of light stimulus	2/79	221/18800	0.237798438282154	0.38739205043542	0.326131570823026	SLC4A10/RGS9	2
GO:0010959	regulation of metal ion transport	3/79	403/18800	0.23997379042926	0.390571867477045	0.328808545545531	PDGFRB/CRACR2B/LILRB1	3
GO:0051656	establishment of organelle localization	3/79	404/18800	0.241093535968309	0.391145761694775	0.32929168664898	FGR/BICDL1/CD300A	3
GO:0006081	cellular aldehyde metabolic process	1/79	66/18800	0.243011611670781	0.391145761694775	0.32929168664898	AKR1C3	1
GO:0010812	negative regulation of cell-substrate adhesion	1/79	66/18800	0.243011611670781	0.391145761694775	0.32929168664898	THBS1	1
GO:0015909	long-chain fatty acid transport	1/79	66/18800	0.243011611670781	0.391145761694775	0.32929168664898	THBS1	1
GO:0030193	regulation of blood coagulation	1/79	66/18800	0.243011611670781	0.391145761694775	0.32929168664898	THBS1	1
GO:0030239	myofibril assembly	1/79	66/18800	0.243011611670781	0.391145761694775	0.32929168664898	PDGFRB	1
GO:0032835	glomerulus development	1/79	66/18800	0.243011611670781	0.391145761694775	0.32929168664898	PDGFRB	1
GO:0034605	cellular response to heat	1/79	66/18800	0.243011611670781	0.391145761694775	0.32929168664898	THBS1	1
GO:0050854	regulation of antigen receptor-mediated signaling pathway	1/79	66/18800	0.243011611670781	0.391145761694775	0.32929168664898	CD300A	1
GO:0070265	necrotic cell death	1/79	66/18800	0.243011611670781	0.391145761694775	0.32929168664898	SLC25A4	1
GO:0071677	positive regulation of mononuclear cell migration	1/79	66/18800	0.243011611670781	0.391145761694775	0.32929168664898	CX3CR1	1
GO:1902808	positive regulation of cell cycle G1/S phase transition	1/79	66/18800	0.243011611670781	0.391145761694775	0.32929168664898	ADAMTS1	1
GO:0060348	bone development	2/79	225/18800	0.244016117831734	0.392401264001722	0.330348649328199	PTGER4/LILRB1	2
GO:0009743	response to carbohydrate	2/79	226/18800	0.245571784057832	0.393026673563306	0.33087515936499	ME1/THBS1	2
GO:0035418	protein localization to synapse	1/79	67/18800	0.246203780063971	0.393026673563306	0.33087515936499	CLSTN3	1
GO:0042531	positive regulation of tyrosine phosphorylation of STAT protein	1/79	67/18800	0.246203780063971	0.393026673563306	0.33087515936499	IL23R	1
GO:0045600	positive regulation of fat cell differentiation	1/79	67/18800	0.246203780063971	0.393026673563306	0.33087515936499	SOX13	1
GO:0051851	modulation by host of symbiont process	1/79	67/18800	0.246203780063971	0.393026673563306	0.33087515936499	CX3CR1	1
GO:0051926	negative regulation of calcium ion transport	1/79	67/18800	0.246203780063971	0.393026673563306	0.33087515936499	LILRB1	1
GO:0055002	striated muscle cell development	1/79	67/18800	0.246203780063971	0.393026673563306	0.33087515936499	PDGFRB	1
GO:1901224	positive regulation of NIK/NF-kappaB signaling	1/79	67/18800	0.246203780063971	0.393026673563306	0.33087515936499	CD86	1
GO:0008037	cell recognition	2/79	228/18800	0.248684394620739	0.395213857126946	0.332716471313664	PRF1/CADM1	2
GO:0048705	skeletal system morphogenesis	2/79	228/18800	0.248684394620739	0.395213857126946	0.332716471313664	FGR/HOXC4	2
GO:0002720	positive regulation of cytokine production involved in immune response	1/79	68/18800	0.24938265698571	0.395213857126946	0.332716471313664	LILRB1	1
GO:0043627	response to estrogen	1/79	68/18800	0.24938265698571	0.395213857126946	0.332716471313664	PDGFRB	1
GO:0045109	intermediate filament organization	1/79	68/18800	0.24938265698571	0.395213857126946	0.332716471313664	BFSP1	1
GO:0046854	phosphatidylinositol phosphate biosynthetic process	1/79	68/18800	0.24938265698571	0.395213857126946	0.332716471313664	PI4KAP1	1
GO:0150116	regulation of cell-substrate junction organization	1/79	68/18800	0.24938265698571	0.395213857126946	0.332716471313664	THBS1	1
GO:1900046	regulation of hemostasis	1/79	68/18800	0.24938265698571	0.395213857126946	0.332716471313664	THBS1	1
GO:0042445	hormone metabolic process	2/79	230/18800	0.25179850587265	0.398680967631696	0.33563530817121	AKR1C3/IL4I1	2
GO:0009988	cell-cell recognition	1/79	69/18800	0.252548297072093	0.398784483542926	0.335722454530296	PRF1	1
GO:0050922	negative regulation of chemotaxis	1/79	69/18800	0.252548297072093	0.398784483542926	0.335722454530296	THBS1	1
GO:0070527	platelet aggregation	1/79	69/18800	0.252548297072093	0.398784483542926	0.335722454530296	RAP2B	1
GO:0002548	monocyte chemotaxis	1/79	70/18800	0.255700754737531	0.402308658218905	0.338689331681338	CX3CR1	1
GO:0032890	regulation of organic acid transport	1/79	70/18800	0.255700754737531	0.402308658218905	0.338689331681338	THBS1	1
GO:0042698	ovulation cycle	1/79	70/18800	0.255700754737531	0.402308658218905	0.338689331681338	ADAMTS1	1
GO:0071260	cellular response to mechanical stimulus	1/79	70/18800	0.255700754737531	0.402308658218905	0.338689331681338	PTGER4	1
GO:0048738	cardiac muscle tissue development	2/79	234/18800	0.258030271233014	0.405608735715205	0.341467549397722	HOPX/PDGFRB	2
GO:0050818	regulation of coagulation	1/79	71/18800	0.258840084175637	0.406151227234302	0.341924253687555	THBS1	1
GO:0099518	vesicle cytoskeletal trafficking	1/79	71/18800	0.258840084175637	0.406151227234302	0.341924253687555	BICDL1	1
GO:0034329	cell junction assembly	3/79	420/18800	0.259125890190882	0.406232037237969	0.341992284751705	LRRN3/CLSTN3/THBS1	3
GO:0007160	cell-matrix adhesion	2/79	235/18800	0.2595887789444	0.406232037237969	0.341992284751705	THBS1/ITGAM	2
GO:0097305	response to alcohol	2/79	235/18800	0.2595887789444	0.406232037237969	0.341992284751705	PTGER4/AKR1C3	2
GO:0030595	leukocyte chemotaxis	2/79	236/18800	0.261147455270708	0.407762387534714	0.3432806321652	CX3CR1/THBS1	2
GO:0033673	negative regulation of kinase activity	2/79	236/18800	0.261147455270708	0.407762387534714	0.3432806321652	INCA1/CD300A	2
GO:0006801	superoxide metabolic process	1/79	72/18800	0.261966339360117	0.407762387534714	0.3432806321652	ITGAM	1
GO:0042246	tissue regeneration	1/79	72/18800	0.261966339360117	0.407762387534714	0.3432806321652	HOPX	1
GO:0050810	regulation of steroid biosynthetic process	1/79	72/18800	0.261966339360117	0.407762387534714	0.3432806321652	AKR1C3	1
GO:1903036	positive regulation of response to wounding	1/79	72/18800	0.261966339360117	0.407762387534714	0.3432806321652	THBS1	1
GO:0006816	calcium ion transport	3/79	424/18800	0.263664587182585	0.410040656935195	0.345198626036013	PDGFRB/CRACR2B/LILRB1	3
GO:0016239	positive regulation of macroautophagy	1/79	73/18800	0.265079574045644	0.410052296842288	0.345208425259255	SLC25A4	1
GO:0033555	multicellular organismal response to stress	1/79	73/18800	0.265079574045644	0.410052296842288	0.345208425259255	THBS1	1
GO:0036465	synaptic vesicle recycling	1/79	73/18800	0.265079574045644	0.410052296842288	0.345208425259255	PPP3CC	1
GO:0042058	regulation of epidermal growth factor receptor signaling pathway	1/79	73/18800	0.265079574045644	0.410052296842288	0.345208425259255	DGKD	1
GO:0045824	negative regulation of innate immune response	1/79	73/18800	0.265079574045644	0.410052296842288	0.345208425259255	LILRB1	1
GO:2000573	positive regulation of DNA biosynthetic process	1/79	73/18800	0.265079574045644	0.410052296842288	0.345208425259255	PDGFRB	1
GO:0002637	regulation of immunoglobulin production	1/79	74/18800	0.268179841768739	0.412657010045559	0.347401240541787	CD86	1
GO:0007040	lysosome organization	1/79	74/18800	0.268179841768739	0.412657010045559	0.347401240541787	TMEM106B	1
GO:0035924	cellular response to vascular endothelial growth factor stimulus	1/79	74/18800	0.268179841768739	0.412657010045559	0.347401240541787	PDGFRB	1
GO:0070988	demethylation	1/79	74/18800	0.268179841768739	0.412657010045559	0.347401240541787	TOX	1
GO:0080171	lytic vacuole organization	1/79	74/18800	0.268179841768739	0.412657010045559	0.347401240541787	TMEM106B	1
GO:1901568	fatty acid derivative metabolic process	1/79	74/18800	0.268179841768739	0.412657010045559	0.347401240541787	ACSL6	1
GO:0051402	neuron apoptotic process	2/79	241/18800	0.268942374628823	0.413466377177822	0.348082617905935	CX3CR1/ITGAM	2
GO:0050804	modulation of chemical synaptic transmission	3/79	429/18800	0.269352786277225	0.413733453789621	0.34830746019384	SLC4A10/CX3CR1/CLSTN3	3
GO:0099177	regulation of trans-synaptic signaling	3/79	430/18800	0.270492278126097	0.414851319635543	0.349248551638257	SLC4A10/CX3CR1/CLSTN3	3
GO:0006809	nitric oxide biosynthetic process	1/79	75/18800	0.271267195848642	0.414851319635543	0.349248551638257	CX3CR1	1
GO:0010822	positive regulation of mitochondrion organization	1/79	75/18800	0.271267195848642	0.414851319635543	0.349248551638257	SLC25A4	1
GO:0043536	positive regulation of blood vessel endothelial cell migration	1/79	75/18800	0.271267195848642	0.414851319635543	0.349248551638257	THBS1	1
GO:0140056	organelle localization by membrane tethering	1/79	75/18800	0.271267195848642	0.414851319635543	0.349248551638257	ESYT2	1
GO:0016485	protein processing	2/79	243/18800	0.272060540775719	0.415337838668958	0.349658134685778	TMEM59/THBS1	2
